country, year, total_exports, eci, neci, Fc, logFc, Xcn, pci_cm, npci_cm, Qp_cm
aus, 1975, 13928450000.000000, -0.044957, 0.716657, -0.310389, 0.308047, 15.770534, -5.924283, -5.474787, -2.942749
aus, 1976, 16427018000.000000, -0.088588, 0.630002, -0.367900, 0.261256, 13.586506, -5.161938, -4.962488, -2.163967
aus, 1977, 16437644000.000000, -0.050256, 0.601918, -0.328033, 0.330568, 13.344532, -4.991059, -4.866119, -1.962337
aus, 1978, 12868022000.000000, -0.038578, 0.492562, -0.329949, 0.324598, 11.854705, -4.380498, -4.416216, -0.689214
aus, 1979, 22618785000.000000, -0.044982, 0.549889, -0.304642, 0.331251, 12.640341, -4.219467, -4.237261, -1.378353
aus, 1980, 26424804000.000000, -0.094969, 0.544361, -0.337317, 0.296915, 12.749750, -4.118185, -3.918449, -1.738785
aus, 1981, 26638517000.000000, -0.147273, 0.554469, -0.374021, 0.243209, 13.535688, -4.506106, -4.254520, -1.798100
aus, 1982, 25892002000.000000, -0.007137, 0.568448, -0.323834, 0.334192, 14.460171, -4.875176, -4.590886, -2.598969
aus, 1983, 15336957000.000000, -0.108690, 0.539376, -0.395789, 0.276880, 13.878533, -5.445763, -5.070676, -2.161427
aus, 1984, 23735018043.000000, -0.097552, 0.651927, -0.350545, 0.383386, 19.293018, -6.384006, -5.795847, -2.146040
aus, 1985, 23575486062.000000, 0.024368, 0.633279, -0.336094, 0.386892, 18.750603, -5.687596, -5.290234, -2.700913
aus, 1986, 23523941237.000000, -0.079455, 0.576136, -0.391790, 0.269478, 18.711118, -7.974891, -7.309240, -3.950045
aus, 1987, 27410592512.000000, -0.085689, 0.530880, -0.371776, 0.306734, 17.264373, -9.425968, -8.899849, -5.386898
aus, 1988, 31313939025.000000, -0.108906, 0.575263, -0.350186, 0.397326, 18.194295, -8.605033, -8.316088, -4.602169
aus, 1989, 35311874333.000000, -0.067428, 0.575561, -0.342246, 0.390965, 17.261355, -8.462777, -8.346832, -4.229127
aus, 1990, 38008389145.000000, -0.168113, 0.551162, -0.370993, 0.311565, 16.232564, -7.183529, -7.141313, -1.497099
aus, 1991, 37991153441.000000, -0.165157, 0.509541, -0.387002, 0.316008, 15.471090, -8.539999, -8.952054, -2.549147
aus, 1992, 37643240906.000000, -0.190559, 0.529448, -0.319597, 0.314163, 19.721228, -7.691679, -8.012739, -2.962051
aus, 1993, 37819235901.000000, -0.038421, 0.497068, -0.276173, 0.338762, 18.167614, -8.517788, -9.561614, -5.083216
aus, 1994, 42573444198.000000, -0.009273, 0.460770, -0.273583, 0.315903, 16.749172, -8.181274, -9.466451, -4.998293
aus, 1995, 47633036409.000000, 0.041470, 0.471861, -0.209165, 0.392317, 16.317331, -8.419134, -9.594031, -4.307554
aus, 1996, 53707572829.000000, 0.027905, 0.505551, -0.205731, 0.378122, 15.809787, -8.113699, -8.318999, -4.112827
aus, 1997, 50561784625.000000, -0.007870, 0.493946, -0.190414, 0.378687, 15.076446, -8.734555, -8.852150, -5.431267
aus, 1998, 50561784625.000000, 0.052213, 0.489088, -0.122186, 0.448821, 15.848618, -9.828649, -10.297601, -6.139522
aus, 1999, 49126222543.000000, -0.033744, 0.435155, -0.163596, 0.417234, 15.327521, -10.598113, -11.472862, -7.501894
aus, 2000, 57798582026.000000, -0.031123, 0.373276, -0.148003, 0.436170, 14.718583, -9.834485, -10.728190, -6.115859
aus, 2001, 58877585696.000000, -0.066470, 0.354003, -0.141189, 0.435723, 14.062677, -10.162184, -10.381728, -7.188889
aus, 2002, 59920634006.000000, -0.073102, 0.341480, -0.149564, 0.424308, 13.645743, -9.943040, -10.122066, -6.849440
aus, 2003, 64841208271.000000, -0.038353, 0.336880, -0.198340, 0.381096, 12.765358, -9.161700, -9.420460, -7.252033
aus, 2004, 81887551403.000000, -0.218672, 0.311575, -0.237672, 0.318845, 11.735822, -10.227396, -11.447629, -5.564459
aus, 2005, 98619323326.000000, -0.213502, 0.305180, -0.354588, 0.207327, 11.130925, -7.785932, -8.899113, -3.609789
aus, 2006, 116441250648.000000, -0.155239, 0.322686, -0.304622, 0.274282, 11.060457, -7.173147, -8.256311, -2.678753
aus, 2007, 134886611313.000000, -0.171363, 0.315414, -0.280061, 0.305077, 10.266890, -7.453765, -7.745637, -3.245305
aus, 2008, 176775862677.000000, -0.210701, 0.302425, -0.324514, 0.268984, 9.655777, -5.605146, -6.282024, -1.885100
aus, 2009, 150025197498.000000, -0.331165, 0.253044, -0.439835, 0.136303, 9.269186, -4.303027, -4.985271, -0.964673
aus, 2010, 193277123482.000000, -0.397884, 0.227172, -0.515332, 0.043702, 9.243661, -3.737135, -4.090755, -1.208256
aus, 2011, 269423385365.000000, -0.516626, 0.121017, -0.554995, -0.075008, 8.312878, -3.041323, -3.432712, -0.508222
aus, 2012, 256242913019.000000, -0.528256, 0.105864, -0.614684, -0.179252, 7.667741, -1.872484, -2.192200, 0.807417
aus, 2013, 252155105281.000000, -0.816851, -0.077673, -0.736662, -0.254946, 5.191730, -3.415390, -3.388163, -1.910278
aus, 2014, 240444683898.000000, -0.846322, -0.095890, -0.723858, -0.275556, 5.184354, -3.531198, -3.631400, -1.278047
aut, 1962, 961366000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aut, 1963, 1289176000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aut, 1964, 1373965000.000000, 2.038917, 1.709320, 1.601256, 1.672733, 35.420834, -3.799362, -7.377628, -12.890054
aut, 1965, 1501534000.000000, 2.069161, 1.738769, 1.766570, 1.539485, 37.212750, -2.878645, -6.876303, -10.323402
aut, 1966, 1604898000.000000, 1.993440, 1.695556, 2.009435, 1.555264, 33.000407, -0.504470, -5.525688, -11.856127
aut, 1967, 1741233000.000000, 2.039296, 1.683306, 2.421451, 1.596090, 33.196099, 1.583451, -4.092825, -8.480666
aut, 1968, 1939660000.000000, 1.980776, 1.678119, 2.178723, 1.674379, 36.184879, 0.985391, -3.453518, -8.977704
aut, 1969, 2354597000.000000, 1.927007, 1.645144, 1.937698, 1.624631, 35.488994, -0.142486, -3.924005, -12.778963
aut, 1970, 2805468000.000000, 1.991568, 1.647442, 2.332161, 1.620281, 33.212834, 2.923740, -1.583514, -9.741496
aut, 1971, 3125477000.000000, 1.969362, 1.604178, 1.987182, 1.554018, 32.695730, 1.638677, -2.138798, -14.307076
aut, 1972, 3787910000.000000, 1.946134, 1.589709, 1.955422, 1.509020, 33.495977, 1.947394, -2.031431, -12.437642
aut, 1973, 5253027000.000000, 1.884682, 1.586983, 2.033000, 1.583351, 32.354025, 2.424026, -2.578150, -12.332836
aut, 1974, 7229839000.000000, 1.907564, 1.593444, 1.895465, 1.360356, 31.464697, 9.190488, 3.340914, -6.799064
aut, 1975, 7297139000.000000, 1.860797, 1.552516, 2.009232, 1.429437, 28.996898, 10.302950, 4.087572, -8.116487
aut, 1976, 8065241000.000000, 1.708022, 1.513731, 2.292558, 1.406841, 25.928912, 15.051626, 8.070176, -2.787494
aut, 1977, 9373179000.000000, 1.734096, 1.501109, 2.364200, 1.380580, 25.657400, 14.894589, 8.760982, -1.704707
aut, 1978, 12019710000.000000, 1.812731, 1.526391, 2.384158, 1.385495, 33.589844, 19.568697, 10.819194, -1.014108
aut, 1979, 14661653000.000000, 1.931009, 1.612323, 2.548705, 1.447580, 34.884197, 21.003077, 11.379876, 2.194299
aut, 1980, 16760413000.000000, 1.886662, 1.532728, 2.278768, 1.341995, 33.936163, 22.681718, 12.827855, 0.352905
aut, 1981, 15317090000.000000, 1.840221, 1.474723, 2.046662, 1.162306, 29.685709, 21.476094, 11.387496, -1.849436
aut, 1982, 15291677000.000000, 1.793736, 1.447192, 2.088557, 1.110537, 31.754898, 21.645707, 12.617987, -4.236120
aut, 1983, 15128047000.000000, 1.796154, 1.414599, 2.122709, 1.090953, 33.638157, 20.408721, 11.085420, -3.644447
aut, 1984, 15180231129.000000, 1.779967, 1.414799, 2.664280, 1.298757, 51.720007, 45.573061, 31.923944, 2.490571
aut, 1985, 16338577439.000000, 1.887652, 1.461776, 2.457970, 1.420596, 50.582206, 43.824857, 28.255802, 0.686102
aut, 1986, 21113514013.000000, 1.819255, 1.459967, 2.217718, 1.355532, 50.846901, 23.977741, 13.672283, -6.333125
aut, 1987, 25662080373.000000, 1.892380, 1.475744, 2.178796, 0.935528, 51.105762, 21.302219, 9.309416, -6.782119
aut, 1988, 29260246850.000000, 1.867411, 1.466066, 2.261523, 1.392454, 48.044403, 20.156924, 10.053452, -7.710186
aut, 1989, 30568619618.000000, 1.921544, 1.455896, 2.398106, 1.369132, 44.494782, 22.952464, 11.856069, -5.262773
aut, 1990, 38301132795.000000, 1.942687, 1.439092, 2.038382, 1.320260, 41.945482, 19.625078, 10.527685, -11.986237
aut, 1991, 39228921219.000000, 1.959009, 1.442642, 2.165909, 1.216343, 42.547337, 21.355653, 11.522338, -7.358968
aut, 1992, 42019523678.000000, 2.009483, 1.450226, 2.138156, 1.330067, 52.745773, 17.211996, 7.148290, -11.571259
aut, 1993, 37361695234.000000, 2.073397, 1.402084, 2.448239, 1.390579, 43.587952, 20.667499, 5.583005, -4.661980
aut, 1994, 42277550463.000000, 2.120073, 1.411662, 2.565183, 1.409007, 40.849666, 22.958924, 7.757904, -0.553800
aut, 1995, 47208099028.000000, 2.078260, 1.393113, 2.584990, 1.381123, 36.286367, 21.931995, 5.985350, -1.885053
aut, 1996, 48047572075.000000, 2.032676, 1.346476, 2.453859, 1.368507, 29.912113, 21.781281, 6.750940, -4.353182
aut, 1997, 51375959649.000000, 1.918667, 1.327356, 2.213688, 1.330996, 26.568334, 17.087772, 3.800888, -9.105482
aut, 1998, 51375959649.000000, 1.843655, 1.275643, 2.175579, 1.327471, 26.449011, 16.983067, 4.442892, -9.975736
aut, 1999, 52288427158.000000, 1.807923, 1.269645, 2.093787, 1.286975, 26.619379, 14.026832, 3.685097, -10.497308
aut, 2000, 53760243885.000000, 1.793989, 1.303823, 2.072068, 1.288534, 25.953093, 9.550633, 0.308437, -11.752011
aut, 2001, 56289666668.000000, 1.731021, 1.315285, 1.981397, 1.329434, 24.382735, 8.706288, -0.535766, -14.899324
aut, 2002, 60586781705.000000, 1.726142, 1.296920, 1.981712, 1.326770, 23.381191, 7.858795, -2.093072, -13.733497
aut, 2003, 73104740954.000000, 1.763932, 1.284722, 1.940791, 1.305519, 23.678545, 6.618278, -3.928850, -12.985421
aut, 2004, 90521393024.000000, 1.819652, 1.264211, 1.966220, 1.339392, 23.377587, 7.609936, -2.680970, -10.225692
aut, 2005, 97529957522.000000, 1.746050, 1.223545, 2.080601, 1.321199, 23.073357, 10.654420, -1.117395, -7.893516
aut, 2006, 115327901698.000000, 1.745198, 1.207117, 1.952915, 1.253730, 22.623278, 8.645069, -0.968357, -11.475914
aut, 2007, 131865933347.000000, 1.702932, 1.212084, 2.009497, 1.242351, 22.263158, 9.857637, -0.022591, -10.338225
aut, 2008, 141300701823.000000, 1.681587, 1.212278, 2.146119, 1.235223, 21.578804, 14.375272, 2.447784, -10.478120
aut, 2009, 112724892991.000000, 1.693689, 1.209950, 2.119240, 1.211492, 20.585854, 14.738072, 2.508469, -8.567889
aut, 2010, 126493546498.000000, 1.686169, 1.209685, 2.165077, 1.217941, 19.781796, 15.782376, 3.264822, -10.027979
aut, 2011, 169511432560.000000, 1.789099, 1.240315, 2.111752, 1.254892, 17.161295, 15.994959, 3.392200, -10.793998
aut, 2012, 158820954173.000000, 1.716861, 1.210122, 2.252643, 1.283493, 16.077038, 16.785572, 4.236298, -8.140201
aut, 2013, 166271419938.000000, 1.727674, 1.195402, 2.022886, 1.005962, 10.273856, 25.267752, 13.094980, -5.096095
aut, 2014, 169714989410.000000, 1.649813, 1.176865, 2.037315, 1.080743, 11.139827, 25.815726, 12.918172, -4.419582
aze, 1962, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1963, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1964, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1965, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1966, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1967, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1968, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1969, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1970, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1971, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1972, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1973, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1974, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1975, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1976, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1977, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1978, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1979, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1980, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1981, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1982, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1983, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1984, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1985, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1986, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1987, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1988, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1989, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1990, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1991, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aze, 1992, 56082628.000000, -0.392366, -1.119760, -0.650995, -0.783340, 0.004890, 44.670372, 41.194398, 30.623053
aze, 1993, 93977076.000000, -0.133873, -0.677858, -0.619466, -0.394417, 0.011133, 46.123158, 42.283310, 34.722731
aze, 1994, 56136395.000000, -0.184645, -0.475489, -0.580780, -0.236426, 0.013460, 42.832167, 39.679352, 34.279941
aze, 1995, 103250510.000000, -0.220812, -0.648522, -0.569237, -0.176748, 0.015628, 42.558487, 38.410913, 34.678597
aze, 1996, 348153271.000000, 0.295336, 0.128648, -0.305284, 0.272271, 0.061498, 35.525765, 31.664281, 29.166055
aze, 1997, 406381243.000000, 0.440148, -0.006078, -0.271148, 0.296926, 0.066838, 36.979773, 30.842454, 29.542997
aze, 1998, 406381243.000000, 0.344791, -0.077857, -0.363530, 0.196165, 0.065486, 37.035880, 32.474982, 29.275958
aze, 1999, 704963437.000000, 0.145420, -0.212421, -0.507801, -0.009773, 0.060944, 38.250360, 34.354470, 31.206101
aze, 2000, 1210547519.000000, -0.094196, -0.218844, -0.559469, -0.124502, 0.070916, 45.822389, 40.682062, 37.811606
aze, 2001, 1326106684.000000, -0.582499, -0.445999, -0.714427, -0.703348, 0.053729, 47.156041, 42.324429, 41.679114
aze, 2002, 1563692716.000000, -0.473538, -0.366215, -0.729962, -0.812415, 0.053566, 49.241975, 43.514169, 39.250310
aze, 2003, 1759038917.000000, -0.365040, -0.376438, -0.744089, -0.856999, 0.045348, 51.460346, 46.849126, 41.315161
aze, 2004, 2271598396.000000, -0.595619, -0.286118, -0.753848, -0.865299, 0.047318, 46.789954, 42.026740, 37.457187
aze, 2005, 3732008316.000000, -0.769416, -0.235500, -0.766947, -0.899178, 0.053367, 45.511306, 39.661192, 35.874510
aze, 2006, 7851047915.000000, -0.981761, -0.182551, -0.818432, -1.078506, 0.057914, 51.667918, 45.586823, 37.285804
aze, 2007, 13058331122.000000, -1.089071, -0.227219, -0.860787, -1.327842, 0.065557, 52.720674, 48.343833, 44.283929
aze, 2008, 22183545202.000000, -1.006374, -0.226929, -0.893346, -1.674825, 0.066961, 54.902945, 51.483109, 45.285114
aze, 2009, 15771390421.000000, -1.084884, -0.289328, -0.928490, -1.817159, 0.062083, 55.297231, 51.537055, 45.602193
aze, 2010, 20047358264.000000, -1.087566, -0.291409, -0.935266, -2.086141, 0.058797, 56.652249, 52.755463, 45.506833
aze, 2011, 26480188859.000000, -1.446234, -0.449441, -0.979411, -2.029774, 0.062074, 56.085119, 53.024287, 46.412970
aze, 2012, 23827186101.000000, -1.508915, -0.444994, -0.949275, -1.805444, 0.067729, 54.918555, 50.353915, 39.867717
aze, 2013, 23904108008.000000, -1.443584, -0.519568, -1.052609, -1.309423, 0.060422, 30.345742, 27.012912, 22.430096
aze, 2014, 21751737172.000000, -1.781796, -0.733234, -1.047781, -1.661652, 0.053015, 28.700631, 25.544465, 12.170067
bel, 1962, 4111319000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
bel, 1963, 4546707000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
bel, 1964, 5321663000.000000, 1.640171, 1.636231, 1.357574, 1.631077, 125.756635, -11.625330, -10.157073, -10.301651
bel, 1965, 6127249000.000000, 1.669009, 1.609828, 1.092060, 1.430524, 122.253560, -9.752002, -9.480879, -11.077817
bel, 1966, 6596752000.000000, 1.583964, 1.592273, 1.154544, 1.409368, 120.214256, -9.206647, -9.567423, -17.024127
bel, 1967, 6827194000.000000, 1.583655, 1.551064, 1.254567, 1.401651, 115.261198, -9.365725, -8.562052, -16.568253
bel, 1968, 7879176000.000000, 1.536575, 1.532358, 1.259063, 1.489994, 122.215538, -9.529548, -8.573177, -10.866225
bel, 1969, 9699745000.000000, 1.521445, 1.498784, 1.146957, 1.451835, 119.462110, -9.231663, -8.590157, -14.633658
bel, 1970, 11254204000.000000, 1.464094, 1.495754, 1.018167, 1.349981, 110.476062, -9.126124, -7.805365, -16.770568
bel, 1971, 12120613000.000000, 1.486487, 1.491097, 1.179642, 1.377583, 111.494003, -9.493625, -8.167699, -15.607101
bel, 1972, 15367349000.000000, 1.476140, 1.487489, 1.182417, 1.344056, 115.264696, -8.715648, -7.917465, -14.484432
bel, 1973, 21203657000.000000, 1.442495, 1.484343, 1.231286, 1.399488, 109.642533, -8.855095, -7.578094, -14.965837
bel, 1974, 27651209000.000000, 1.476280, 1.493716, 1.358832, 1.250736, 101.785933, -1.363983, -2.124899, -10.454902
bel, 1975, 27695597000.000000, 1.498652, 1.478558, 1.442986, 1.303260, 90.522082, 0.348432, -2.096210, -13.405488
bel, 1976, 31431800000.000000, 1.362387, 1.389991, 1.379773, 1.223888, 76.577186, 1.438918, -0.889658, -12.618218
bel, 1977, 35203983000.000000, 1.343006, 1.366144, 1.423922, 1.200897, 74.336114, 0.189803, -1.287707, -12.853723
bel, 1978, 42108886000.000000, 1.399682, 1.347526, 1.259470, 1.168228, 80.385797, 2.333213, 0.040719, -5.588773
bel, 1979, 52342458000.000000, 1.423679, 1.389021, 1.178037, 1.168834, 80.721674, 2.196629, 0.226993, -8.921315
bel, 1980, 59916681000.000000, 1.494598, 1.369652, 1.358151, 1.164466, 80.019359, 4.464033, 0.213936, -9.463420
bel, 1981, 52105089000.000000, 1.494422, 1.347042, 1.411131, 1.052888, 72.555161, 5.360631, -0.513096, -5.720864
bel, 1982, 49561099000.000000, 1.433984, 1.314301, 1.388472, 1.000373, 71.106654, 4.500726, -0.791529, -9.091878
bel, 1983, 49238177000.000000, 1.391856, 1.242041, 1.101062, 0.932400, 72.051979, 3.815047, -0.470014, -11.217099
bel, 1984, 48875729280.000000, 1.330467, 1.282322, 1.154380, 1.078240, 108.147519, 7.533534, 4.811899, -17.529062
bel, 1985, 51902405593.000000, 1.396382, 1.349006, 1.300119, 1.225839, 121.845790, 7.095878, 3.427688, -13.770824
bel, 1986, 66301306097.000000, 1.455135, 1.391092, 1.686407, 1.275978, 134.994708, 2.775158, 0.781188, -10.839204
bel, 1987, 79931972845.000000, 1.473774, 1.399033, 1.751083, 0.894790, 134.399901, 1.392305, -1.043157, -10.160969
bel, 1988, 86235695970.000000, 1.501630, 1.400816, 1.672531, 1.299103, 127.359734, 2.638092, -0.216958, -9.708813
bel, 1989, 93570279484.000000, 1.489311, 1.390092, 1.683906, 1.259683, 118.040649, 2.496225, 1.877213, -9.254949
bel, 1990, 110648810737.000000, 1.459831, 1.340099, 1.547450, 1.230482, 105.391920, 1.794220, 1.517078, -11.565546
bel, 1991, 110679082987.000000, 1.432352, 1.338518, 1.505993, 1.116128, 105.737144, 0.022207, 1.150500, -11.494197
bel, 1992, 116114360681.000000, 1.502944, 1.341301, 1.748004, 1.255720, 128.958829, 0.566027, -1.945845, -11.801270
bel, 1993, 97387168711.000000, 1.535360, 1.329352, 1.773526, 1.260776, 106.837572, 0.665940, -2.182708, -12.459154
bel, 1994, 110844628059.000000, 1.502253, 1.300343, 1.708265, 1.238513, 94.002861, 0.483241, -4.676276, -14.458702
bel, 1995, 132841598617.000000, 1.502356, 1.276960, 1.610497, 1.191523, 84.280451, -0.472847, -5.913489, -16.120226
bel, 1996, 130517080412.000000, 1.430244, 1.228336, 1.575768, 1.184594, 72.533357, -1.268596, -4.947901, -17.584585
bel, 1997, 129849820368.000000, 1.468820, 1.211403, 1.865123, 1.256471, 66.349013, 1.843920, -4.425982, -13.786814
bel, 1998, 129849820368.000000, 1.483591, 1.172631, 1.935184, 1.276761, 66.232794, 3.068392, -3.740589, -12.563363
bel, 1999, 126934272103.000000, 1.455888, 1.183126, 1.916237, 1.250117, 65.794645, 2.244660, -3.521571, -12.683429
bel, 2000, 131712266141.000000, 1.446474, 1.205585, 1.962347, 1.266020, 62.798514, -0.777383, -6.256114, -14.714537
bel, 2001, 131047207956.000000, 1.400654, 1.215871, 1.940690, 1.320172, 56.698456, -1.651539, -7.706988, -14.641816
bel, 2002, 139825880432.000000, 1.370787, 1.193572, 1.995946, 1.329976, 53.692993, -2.345498, -6.765605, -12.277349
bel, 2003, 165832460575.000000, 1.377383, 1.184379, 1.943669, 1.306169, 52.305250, -1.293007, -7.535449, -14.813775
bel, 2004, 201618951277.000000, 1.332574, 1.140902, 1.736800, 1.282243, 49.514373, -2.225729, -8.980635, -15.615054
bel, 2005, 222293146209.000000, 1.279272, 1.105588, 1.548489, 1.195469, 48.110825, -2.817683, -7.980395, -18.512036
bel, 2006, 250828568058.000000, 1.231220, 1.086827, 1.594511, 1.170507, 45.659911, -4.912678, -10.037076, -17.626974
bel, 2007, 293937522659.000000, 1.264073, 1.073418, 1.574950, 1.144148, 43.878744, -3.400105, -10.843694, -18.644164
bel, 2008, 322856418462.000000, 1.223976, 1.071186, 1.534208, 1.104282, 42.105752, -4.023218, -10.947975, -17.458695
bel, 2009, 246156082936.000000, 1.183470, 1.046892, 1.557297, 1.090467, 39.575878, -3.808927, -12.864093, -19.783725
